File Path,crossbeam_channel,std::sync::mpsc
20_rust\rust\compiler\rustc_const_eval\src\interpret\place.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\interpret\projection.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\interpret\step.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\interpret\terminator.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\interpret\traits.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\interpret\util.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\interpret\validity.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\interpret\visitor.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\interpret\intrinsics\caller_location.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\mod.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\promote_consts.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\validate.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\check_consts\check.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\check_consts\mod.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\check_consts\ops.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\check_consts\post_drop_elaboration.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\check_consts\qualifs.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\transform\check_consts\resolver.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\util\alignment.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\util\check_validity_requirement.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\util\compare_types.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\util\mod.rs,False,False
20_rust\rust\compiler\rustc_const_eval\src\util\type_name.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\aligned.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\atomic_ref.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\base_n.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\captures.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\fingerprint.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\flat_map_in_place.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\flock.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\frozen.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\functor.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\fx.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\hashes.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\intern.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\jobserver.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\lib.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\macros.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\marker.rs,False,True
20_rust\rust\compiler\rustc_data_structures\src\memmap.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\owned_slice.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\profiling.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sharded.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sip128.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\small_c_str.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sorted_map.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\stable_hasher.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\stack.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\steal.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\svh.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sync.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tagged_ptr.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\temp_dir.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tiny_list.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\transitive_relation.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\unhash.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\unord.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\vec_linked_list.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\work_queue.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\base_n\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\binary_search_util\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\binary_search_util\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\fingerprint\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\flock\linux.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\flock\unix.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\flock\unsupported.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\flock\windows.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\reference.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\dominators\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\dominators\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\implementation\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\implementation\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\iterate\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\iterate\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\scc\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\scc\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\vec_graph\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\graph\vec_graph\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\intern\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\obligation_forest\graphviz.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\obligation_forest\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\obligation_forest\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\owned_slice\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\profiling\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sip128\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\small_c_str\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\snapshot_map\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\snapshot_map\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sorted_map\index_map.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sorted_map\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sso\map.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sso\mod.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sso\set.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\stable_hasher\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sync\vec.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\sync\worker_local.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tagged_ptr\copy.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tagged_ptr\drop.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tagged_ptr\impl_tag.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tagged_ptr\copy\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tagged_ptr\drop\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tagged_ptr\impl_tag\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\tiny_list\tests.rs,False,False
20_rust\rust\compiler\rustc_data_structures\src\transitive_relation\tests.rs,False,False
20_rust\rust\compiler\rustc_driver\src\lib.rs,False,False
20_rust\rust\compiler\rustc_driver_impl\src\args.rs,False,False
20_rust\rust\compiler\rustc_driver_impl\src\lib.rs,False,False
20_rust\rust\compiler\rustc_driver_impl\src\pretty.rs,False,False
20_rust\rust\compiler\rustc_driver_impl\src\print.rs,False,False
20_rust\rust\compiler\rustc_driver_impl\src\session_diagnostics.rs,False,False
20_rust\rust\compiler\rustc_errors\src\annotate_snippet_emitter_writer.rs,False,False
20_rust\rust\compiler\rustc_errors\src\diagnostic.rs,False,False
20_rust\rust\compiler\rustc_errors\src\diagnostic_builder.rs,False,False
20_rust\rust\compiler\rustc_errors\src\diagnostic_impls.rs,False,False
20_rust\rust\compiler\rustc_errors\src\emitter.rs,False,False
20_rust\rust\compiler\rustc_errors\src\error.rs,False,False
20_rust\rust\compiler\rustc_errors\src\json.rs,False,False
20_rust\rust\compiler\rustc_errors\src\lib.rs,False,False
20_rust\rust\compiler\rustc_errors\src\lock.rs,False,False
20_rust\rust\compiler\rustc_errors\src\registry.rs,False,False
20_rust\rust\compiler\rustc_errors\src\snippet.rs,False,False
20_rust\rust\compiler\rustc_errors\src\styled_buffer.rs,False,False
20_rust\rust\compiler\rustc_errors\src\tests.rs,False,False
20_rust\rust\compiler\rustc_errors\src\translation.rs,False,False
20_rust\rust\compiler\rustc_errors\src\json\tests.rs,False,False
20_rust\rust\compiler\rustc_errors\src\markdown\mod.rs,False,False
20_rust\rust\compiler\rustc_errors\src\markdown\parse.rs,False,False
20_rust\rust\compiler\rustc_errors\src\markdown\term.rs,False,False
20_rust\rust\compiler\rustc_errors\src\markdown\tests\parse.rs,False,False
20_rust\rust\compiler\rustc_errors\src\markdown\tests\term.rs,False,False
20_rust\rust\compiler\rustc_error_codes\src\error_codes.rs,False,False
20_rust\rust\compiler\rustc_error_codes\src\lib.rs,False,False
20_rust\rust\compiler\rustc_error_messages\src\lib.rs,False,False
20_rust\rust\compiler\rustc_expand\src\base.rs,False,False
20_rust\rust\compiler\rustc_expand\src\build.rs,False,False
20_rust\rust\compiler\rustc_expand\src\config.rs,False,False
20_rust\rust\compiler\rustc_expand\src\errors.rs,False,False
20_rust\rust\compiler\rustc_expand\src\expand.rs,False,False
20_rust\rust\compiler\rustc_expand\src\lib.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mbe.rs,False,False
20_rust\rust\compiler\rustc_expand\src\module.rs,False,False
20_rust\rust\compiler\rustc_expand\src\placeholders.rs,False,False
20_rust\rust\compiler\rustc_expand\src\proc_macro.rs,True,False
20_rust\rust\compiler\rustc_expand\src\proc_macro_server.rs,False,False
20_rust\rust\compiler\rustc_expand\src\tests.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mbe\diagnostics.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mbe\macro_check.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mbe\macro_parser.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mbe\macro_rules.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mbe\metavar_expr.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mbe\quoted.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mbe\transcribe.rs,False,False
20_rust\rust\compiler\rustc_expand\src\mut_visit\tests.rs,False,False
20_rust\rust\compiler\rustc_expand\src\parse\tests.rs,False,False
20_rust\rust\compiler\rustc_expand\src\tokenstream\tests.rs,False,False
20_rust\rust\compiler\rustc_feature\src\accepted.rs,False,False
20_rust\rust\compiler\rustc_feature\src\active.rs,False,False
20_rust\rust\compiler\rustc_feature\src\builtin_attrs.rs,False,False
20_rust\rust\compiler\rustc_feature\src\lib.rs,False,False
20_rust\rust\compiler\rustc_feature\src\removed.rs,False,False
20_rust\rust\compiler\rustc_feature\src\tests.rs,False,False
20_rust\rust\compiler\rustc_fluent_macro\src\fluent.rs,False,False
20_rust\rust\compiler\rustc_fluent_macro\src\lib.rs,False,False
20_rust\rust\compiler\rustc_fs_util\src\lib.rs,False,False
20_rust\rust\compiler\rustc_graphviz\src\lib.rs,False,False
20_rust\rust\compiler\rustc_graphviz\src\tests.rs,False,False
20_rust\rust\compiler\rustc_hir\src\arena.rs,False,False
20_rust\rust\compiler\rustc_hir\src\def.rs,False,False
20_rust\rust\compiler\rustc_hir\src\definitions.rs,False,False
20_rust\rust\compiler\rustc_hir\src\def_path_hash_map.rs,False,False
20_rust\rust\compiler\rustc_hir\src\diagnostic_items.rs,False,False
20_rust\rust\compiler\rustc_hir\src\hir.rs,False,False
20_rust\rust\compiler\rustc_hir\src\hir_id.rs,False,False
20_rust\rust\compiler\rustc_hir\src\intravisit.rs,False,False
20_rust\rust\compiler\rustc_hir\src\lang_items.rs,False,False
20_rust\rust\compiler\rustc_hir\src\lib.rs,False,False
20_rust\rust\compiler\rustc_hir\src\pat_util.rs,False,False
20_rust\rust\compiler\rustc_hir\src\stable_hash_impls.rs,False,False
20_rust\rust\compiler\rustc_hir\src\target.rs,False,False
20_rust\rust\compiler\rustc_hir\src\tests.rs,False,False
20_rust\rust\compiler\rustc_hir\src\weak_lang_items.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\autoderef.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\bounds.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check_unused.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\collect.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\constrained_generic_params.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\errors.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\hir_wf_check.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\impl_wf_check.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\lib.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\structured_errors.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\astconv\bounds.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\astconv\errors.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\astconv\generics.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\astconv\lint.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\astconv\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\astconv\object_safety.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check\check.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check\compare_impl_item.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check\dropck.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check\intrinsic.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check\intrinsicck.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check\region.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\check\wfcheck.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\coherence\builtin.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\coherence\inherent_impls.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\coherence\inherent_impls_overlap.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\coherence\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\coherence\orphan.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\coherence\unsafety.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\collect\generics_of.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\collect\item_bounds.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\collect\predicates_of.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\collect\resolve_bound_vars.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\collect\type_of.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\collect\type_of\opaque.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\impl_wf_check\min_specialization.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\outlives\explicit.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\outlives\implicit_infer.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\outlives\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\outlives\test.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\outlives\utils.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\structured_errors\missing_cast_for_variadic_arg.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\structured_errors\sized_unsized_cast.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\structured_errors\wrong_number_of_generic_args.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\variance\constraints.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\variance\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\variance\solve.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\variance\terms.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\variance\test.rs,False,False
20_rust\rust\compiler\rustc_hir_analysis\src\variance\xform.rs,False,False
20_rust\rust\compiler\rustc_hir_pretty\src\lib.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\autoderef.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\callee.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\cast.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\check.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\closure.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\coercion.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\demand.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\diverges.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\errors.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\expectation.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\expr.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\expr_use_visitor.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\fallback.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\gather_locals.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\inherited.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\intrinsicck.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\lib.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\mem_categorization.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\op.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\pat.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\place_op.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\rvalue_scopes.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\upvar.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\writeback.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\_match.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\fn_ctxt\adjust_fulfillment_errors.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\fn_ctxt\arg_matrix.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\fn_ctxt\checks.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\fn_ctxt\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\fn_ctxt\suggestions.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\fn_ctxt\_impl.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\generator_interior\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\generator_interior\drop_ranges\cfg_build.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\generator_interior\drop_ranges\cfg_propagate.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\generator_interior\drop_ranges\cfg_visualize.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\generator_interior\drop_ranges\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\generator_interior\drop_ranges\record_consumed_borrow.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\method\confirm.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\method\mod.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\method\prelude2021.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\method\probe.rs,False,False
20_rust\rust\compiler\rustc_hir_typeck\src\method\suggest.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\assert_dep_graph.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\assert_module_sources.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\errors.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\lib.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\data.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\dirty_clean.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\file_format.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\fs.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\load.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\mod.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\save.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\work_product.rs,False,False
20_rust\rust\compiler\rustc_incremental\src\persist\fs\tests.rs,False,False
20_rust\rust\compiler\rustc_index\src\bit_set.rs,False,False
20_rust\rust\compiler\rustc_index\src\idx.rs,False,False
20_rust\rust\compiler\rustc_index\src\interval.rs,False,False
20_rust\rust\compiler\rustc_index\src\lib.rs,False,False
20_rust\rust\compiler\rustc_index\src\slice.rs,False,False
20_rust\rust\compiler\rustc_index\src\vec.rs,False,False
20_rust\rust\compiler\rustc_index\src\bit_set\tests.rs,False,False
20_rust\rust\compiler\rustc_index\src\interval\tests.rs,False,False
20_rust\rust\compiler\rustc_index\src\vec\tests.rs,False,False
20_rust\rust\compiler\rustc_infer\src\lib.rs,False,False
20_rust\rust\compiler\rustc_infer\src\errors\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\errors\note_and_explain.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\at.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\combine.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\equate.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\free_regions.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\freshen.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\fudge.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\generalize.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\glb.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\lattice.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\lub.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\opaque_types.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\projection.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\resolve.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\sub.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\type_variable.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\undo_log.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\canonical\canonicalizer.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\canonical\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\canonical\query_response.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\canonical\substitute.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\need_type_info.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\note.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\note_and_explain.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\suggest.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\different_lifetimes.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\find_anon_type.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\mismatched_static_lifetime.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\named_anon_conflict.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\placeholder_error.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\placeholder_relation.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\static_impl_trait.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\trait_impl_difference.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\error_reporting\nice_region_error\util.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\higher_ranked\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\lexical_region_resolve\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\nll_relate\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\opaque_types\table.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\outlives\components.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\outlives\env.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\outlives\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\outlives\obligations.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\outlives\test_type_match.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\outlives\verify.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\region_constraints\leak_check.rs,False,False
20_rust\rust\compiler\rustc_infer\src\infer\region_constraints\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\traits\engine.rs,False,False
20_rust\rust\compiler\rustc_infer\src\traits\mod.rs,False,False
20_rust\rust\compiler\rustc_infer\src\traits\project.rs,False,False
20_rust\rust\compiler\rustc_infer\src\traits\structural_impls.rs,False,False
20_rust\rust\compiler\rustc_infer\src\traits\util.rs,False,False
20_rust\rust\compiler\rustc_infer\src\traits\error_reporting\mod.rs,False,False
20_rust\rust\compiler\rustc_interface\src\callbacks.rs,False,False
20_rust\rust\compiler\rustc_interface\src\errors.rs,False,False
20_rust\rust\compiler\rustc_interface\src\interface.rs,False,False
20_rust\rust\compiler\rustc_interface\src\lib.rs,False,False
20_rust\rust\compiler\rustc_interface\src\passes.rs,False,False
20_rust\rust\compiler\rustc_interface\src\proc_macro_decls.rs,False,False
20_rust\rust\compiler\rustc_interface\src\queries.rs,False,False
20_rust\rust\compiler\rustc_interface\src\tests.rs,False,False
20_rust\rust\compiler\rustc_interface\src\util.rs,False,False
20_rust\rust\compiler\rustc_lexer\src\cursor.rs,False,False
20_rust\rust\compiler\rustc_lexer\src\lib.rs,False,False
20_rust\rust\compiler\rustc_lexer\src\tests.rs,False,False
20_rust\rust\compiler\rustc_lexer\src\unescape.rs,False,False
20_rust\rust\compiler\rustc_lexer\src\unescape\tests.rs,False,False
20_rust\rust\compiler\rustc_lint\src\array_into_iter.rs,False,False
20_rust\rust\compiler\rustc_lint\src\builtin.rs,False,False
20_rust\rust\compiler\rustc_lint\src\cast_ref_to_mut.rs,False,False
20_rust\rust\compiler\rustc_lint\src\context.rs,False,False
20_rust\rust\compiler\rustc_lint\src\deref_into_dyn_supertrait.rs,False,False
